area,perimeter,compactness
-26306.25333,-9344.356667,-581.0661
-26306.70333,-9344.516667,-581.07605
-26307.15333,-9344.676667,-581.086
-26307.60333,-9344.836667,-581.09595
-26308.05333,-9344.996667,-581.1059
-26308.50333,-9345.156667,-581.11585
-26308.95333,-9345.316667,-581.1258
-26309.40333,-9345.476667,-581.13575
-26309.85333,-9345.636667,-581.1457
-26310.30333,-9345.796667,-581.15565
-26310.75333,-9345.956667,-581.1656
-26311.20333,-9346.116667,-581.17555
-26311.65333,-9346.276667,-581.1855
-26312.10333,-9346.436667,-581.19545
-26312.55333,-9346.596667,-581.2054
-26313.00333,-9346.756667,-581.21535
-26313.45333,-9346.916667,-581.2253
-26313.90333,-9347.076667,-581.23525
-26314.35333,-9347.236667,-581.2452
-26314.80333,-9347.396667,-581.25515
-26315.25333,-9347.556667,-581.2651
-26315.70333,-9347.716667,-581.27505
-26316.15333,-9347.876667,-581.285
-26316.60333,-9348.036667,-581.29495
-26317.05333,-9348.196667,-581.3049
-26317.50333,-9348.356667,-581.31485
-26317.95333,-9348.516667,-581.3248
-26318.40333,-9348.676667,-581.33475
-26318.85333,-9348.836667,-581.3447
-26319.30333,-9348.996667,-581.35465
-26319.75333,-9349.156667,-581.3646
-26320.20333,-9349.316667,-581.37455
-26320.65333,-9349.476667,-581.3845
-26321.10333,-9349.636667,-581.39445
-26321.55333,-9349.796667,-581.4044
-26322.00333,-9349.956667,-581.41435
-26322.45333,-9350.116667,-581.4243
-26322.90333,-9350.276667,-581.43425
-26323.35333,-9350.436667,-581.4442
-26323.80333,-9350.596667,-581.45415
-26324.25333,-9350.756667,-581.4641
-26324.70333,-9350.916667,-581.47405
-26325.15333,-9351.076667,-581.484
-26325.60333,-9351.236667,-581.49395
-26326.05333,-9351.396667,-581.5039
-26326.50333,-9351.556667,-581.51385
-26326.95333,-9351.716667,-581.5238
-26327.40333,-9351.876667,-581.53375
-26327.85333,-9352.036667,-581.5437
-26328.30333,-9352.196667,-581.55365
-26328.75333,-9352.356667,-581.5636
-26329.20333,-9352.516667,-581.57355
-26329.65333,-9352.676667,-581.5835
-26330.10333,-9352.836667,-581.59345
-26330.55333,-9352.996667,-581.6034
-26331.00333,-9353.156667,-581.61335
-26331.45333,-9353.316667,-581.6233
-26331.90333,-9353.476667,-581.63325
-26332.35333,-9353.636667,-581.6432
-26332.80333,-9353.796667,-581.65315
-26333.25333,-9353.956667,-581.6631
-26333.70333,-9354.116667,-581.67305
-26334.15333,-9354.276667,-581.683
-26334.60333,-9354.436667,-581.69295
-26335.05333,-9354.596667,-581.7029
-26335.50333,-9354.756667,-581.71285
-26335.95333,-9354.916667,-581.7228
-26336.40333,-9355.076667,-581.73275
-26336.85333,-9355.236667,-581.7427
-26337.30333,-9355.396667,-581.75265
-26337.75333,-9355.556667,-581.7626
-26338.20333,-9355.716667,-581.77255
-26338.65333,-9355.876667,-581.7825
-26339.10333,-9356.036667,-581.79245
-26339.55333,-9356.196667,-581.8024
-26340.00333,-9356.356667,-581.81235
-26340.45333,-9356.516667,-581.8223
-26340.90333,-9356.676667,-581.83225
-26341.35333,-9356.836667,-581.8422
-26341.80333,-9356.996667,-581.85215
-26342.25333,-9357.156667,-581.8621
-26342.70333,-9357.316667,-581.87205
-26343.15333,-9357.476667,-581.882
-26343.60333,-9357.636667,-581.89195
-26344.05333,-9357.796667,-581.9019
-26344.50333,-9357.956667,-581.91185
-26344.95333,-9358.116667,-581.9218
-26345.40333,-9358.276667,-581.93175
-26345.85333,-9358.436667,-581.9417
-26346.30333,-9358.596667,-581.95165
-26346.75333,-9358.756667,-581.9616
-26347.20333,-9358.916667,-581.97155
-26347.65333,-9359.076667,-581.9815
-26348.10333,-9359.236667,-581.99145
-26348.55333,-9359.396667,-582.0014
-26349.00333,-9359.556667,-582.01135
-26349.45333,-9359.716667,-582.0213
-26349.90333,-9359.876667,-582.03125
-26350.35333,-9360.036667,-582.0412
-26350.80333,-9360.196667,-582.05115
-26351.25333,-9360.356667,-582.0611
-26351.70333,-9360.516667,-582.07105
-26352.15333,-9360.676667,-582.081
-26352.60333,-9360.836667,-582.09095
-26353.05333,-9360.996667,-582.1009
-26353.50333,-9361.156667,-582.11085
-26353.95333,-9361.316667,-582.1208
-26354.40333,-9361.476667,-582.13075
-26354.85333,-9361.636667,-582.1407
-26355.30333,-9361.796667,-582.15065
-26355.75333,-9361.956667,-582.1606
-26356.20333,-9362.116667,-582.17055
-26356.65333,-9362.276667,-582.1805
-26357.10333,-9362.436667,-582.19045
-26357.55333,-9362.596667,-582.2004
-26358.00333,-9362.756667,-582.21035
-26358.45333,-9362.916667,-582.2203
-26358.90333,-9363.076667,-582.23025
-26359.35333,-9363.236667,-582.2402
-26359.80333,-9363.396667,-582.25015
-26360.25333,-9363.556667,-582.2601
-26360.70333,-9363.716667,-582.27005
-26361.15333,-9363.876667,-582.28
-26361.60333,-9364.036667,-582.28995
-26362.05333,-9364.196667,-582.2999
-26362.50333,-9364.356667,-582.30985
-26362.95333,-9364.516667,-582.3198
-26363.40333,-9364.676667,-582.32975
-26363.85333,-9364.836667,-582.3397
-26364.30333,-9364.996667,-582.34965
-26364.75333,-9365.156667,-582.3596
-26365.20333,-9365.316667,-582.36955
-26365.65333,-9365.476667,-582.3795
-26366.10333,-9365.636667,-582.38945
-26366.55333,-9365.796667,-582.3994
-26367.00333,-9365.956667,-582.40935
-26367.45333,-9366.116667,-582.4193
-26367.90333,-9366.276667,-582.42925
-26368.35333,-9366.436667,-582.4392
-26368.80333,-9366.596667,-582.44915
-26369.25333,-9366.756667,-582.4591
-26369.70333,-9366.916667,-582.46905
-26370.15333,-9367.076667,-582.479
-26370.60333,-9367.236667,-582.48895
-26371.05333,-9367.396667,-582.4989
-26371.50333,-9367.556667,-582.50885
-26371.95333,-9367.716667,-582.5188
-26372.40333,-9367.876667,-582.52875
-26372.85333,-9368.036667,-582.5387
-26373.30333,-9368.196667,-582.54865
-26373.75333,-9368.356667,-582.5586
-26374.20333,-9368.516667,-582.56855
-26374.65333,-9368.676667,-582.5785
-26375.10333,-9368.836667,-582.58845
-26375.55333,-9368.996667,-582.5984
-26376.00333,-9369.156667,-582.60835
-26376.45333,-9369.316667,-582.6183
-26376.90333,-9369.476667,-582.62825
-26377.35333,-9369.636667,-582.6382
-26377.80333,-9369.796667,-582.64815
-26378.25333,-9369.956667,-582.6581
-26378.70333,-9370.116667,-582.66805
-26379.15333,-9370.276667,-582.678
-26379.60333,-9370.436667,-582.68795
-26380.05333,-9370.596667,-582.6979
-26380.50333,-9370.756667,-582.70785
-26380.95333,-9370.916667,-582.7178
-26381.40333,-9371.076667,-582.72775
-26381.85333,-9371.236667,-582.7377
-26382.30333,-9371.396667,-582.74765
-26382.75333,-9371.556667,-582.7576
-26383.20333,-9371.716667,-582.76755
-26383.65333,-9371.876667,-582.7775
-26384.10333,-9372.036667,-582.78745
-26384.55333,-9372.196667,-582.7974
-26385.00333,-9372.356667,-582.80735
-26385.45333,-9372.516667,-582.8173
-26385.90333,-9372.676667,-582.82725
-26386.35333,-9372.836667,-582.8372
-26386.80333,-9372.996667,-582.84715
-26387.25333,-9373.156667,-582.8571
-26387.70333,-9373.316667,-582.86705
-26388.15333,-9373.476667,-582.877
-26388.60333,-9373.636667,-582.88695
-26389.05333,-9373.796667,-582.8969
-26389.50333,-9373.956667,-582.90685
-26389.95333,-9374.116667,-582.9168
-26390.40333,-9374.276667,-582.92675
-26390.85333,-9374.436667,-582.9367
-26391.30333,-9374.596667,-582.94665
-26391.75333,-9374.756667,-582.9566
-26392.20333,-9374.916667,-582.96655
-26392.65333,-9375.076667,-582.9765
-26393.10333,-9375.236667,-582.98645
-26393.55333,-9375.396667,-582.9964
-26394.00333,-9375.556667,-583.00635
-26394.45333,-9375.716667,-583.0163
-26394.90333,-9375.876667,-583.02625
-26395.35333,-9376.036667,-583.0362
-26395.80333,-9376.196667,-583.04615
-26396.25333,-9376.356667,-583.0561
-26396.70333,-9376.516667,-583.06605
-26397.15333,-9376.676667,-583.076
-26397.60333,-9376.836667,-583.08595
-26398.05333,-9376.996667,-583.0959
-26398.50333,-9377.156667,-583.10585
-26398.95333,-9377.316667,-583.1158
-26399.40333,-9377.476667,-583.12575
-26399.85333,-9377.636667,-583.1357
-26400.30333,-9377.796667,-583.14565
-26400.75333,-9377.956667,-583.1556
-26401.20333,-9378.116667,-583.16555
-26401.65333,-9378.276667,-583.1755
-26402.10333,-9378.436667,-583.18545
-26402.55333,-9378.596667,-583.1954
-26403.00333,-9378.756667,-583.20535
-26403.45333,-9378.916667,-583.2153
-26403.90333,-9379.076667,-583.22525
-26404.35333,-9379.236667,-583.2352
-26404.80333,-9379.396667,-583.24515
-26405.25333,-9379.556667,-583.2551
-26405.70333,-9379.716667,-583.26505
-26406.15333,-9379.876667,-583.275
-26406.60333,-9380.036667,-583.28495
-26407.05333,-9380.196667,-583.2949
-26407.50333,-9380.356667,-583.30485
-26407.95333,-9380.516667,-583.3148
-26408.40333,-9380.676667,-583.32475
-26408.85333,-9380.836667,-583.3347
-26409.30333,-9380.996667,-583.34465
-26409.75333,-9381.156667,-583.3546
-26410.20333,-9381.316667,-583.36455
-26410.65333,-9381.476667,-583.3745
-26411.10333,-9381.636667,-583.38445
-26411.55333,-9381.796667,-583.3944
-26412.00333,-9381.956667,-583.40435
-26412.45333,-9382.116667,-583.4143
-26412.90333,-9382.276667,-583.42425
-26413.35333,-9382.436667,-583.4342
-26413.80333,-9382.596667,-583.44415
-26414.25333,-9382.756667,-583.4541
-26414.70333,-9382.916667,-583.46405
-26415.15333,-9383.076667,-583.474
-26415.60333,-9383.236667,-583.48395
-26416.05333,-9383.396667,-583.4939
-26416.50333,-9383.556667,-583.50385
-26416.95333,-9383.716667,-583.5138
-26417.40333,-9383.876667,-583.52375
-26417.85333,-9384.036667,-583.5337
-26418.30333,-9384.196667,-583.54365
-26418.75333,-9384.356667,-583.5536
-26419.20333,-9384.516667,-583.56355
-26419.65333,-9384.676667,-583.5735
-26420.10333,-9384.836667,-583.58345
-26420.55333,-9384.996667,-583.5934
-26421.00333,-9385.156667,-583.60335
-26421.45333,-9385.316667,-583.6133
-26421.90333,-9385.476667,-583.62325
-26422.35333,-9385.636667,-583.6332
-26422.80333,-9385.796667,-583.64315
-26423.25333,-9385.956667,-583.6531
-26423.70333,-9386.116667,-583.66305
-26424.15333,-9386.276667,-583.673
-26424.60333,-9386.436667,-583.68295
-26425.05333,-9386.596667,-583.6929
-26425.50333,-9386.756667,-583.70285
-26425.95333,-9386.916667,-583.7128
-26426.40333,-9387.076667,-583.72275
-26426.85333,-9387.236667,-583.7327
-26427.30333,-9387.396667,-583.74265
-26427.75333,-9387.556667,-583.7526
-26428.20333,-9387.716667,-583.76255
-26428.65333,-9387.876667,-583.7725
-26429.10333,-9388.036667,-583.78245
-26429.55333,-9388.196667,-583.7924
-26430.00333,-9388.356667,-583.80235
-26430.45333,-9388.516667,-583.8123
-26430.90333,-9388.676667,-583.82225
-26431.35333,-9388.836667,-583.8322
-26431.80333,-9388.996667,-583.84215
-26432.25333,-9389.156667,-583.8521
-26432.70333,-9389.316667,-583.86205
-26433.15333,-9389.476667,-583.872
-26433.60333,-9389.636667,-583.88195
-26434.05333,-9389.796667,-583.8919
-26434.50333,-9389.956667,-583.90185
-26434.95333,-9390.116667,-583.9118
-26435.40333,-9390.276667,-583.92175
-26435.85333,-9390.436667,-583.9317
-26436.30333,-9390.596667,-583.94165
-26436.75333,-9390.756667,-583.9516
-26437.20333,-9390.916667,-583.96155
-26437.65333,-9391.076667,-583.9715
-26438.10333,-9391.236667,-583.98145
-26438.55333,-9391.396667,-583.9914
-26439.00333,-9391.556667,-584.00135
-26439.45333,-9391.716667,-584.0113
-26439.90333,-9391.876667,-584.02125
-26440.35333,-9392.036667,-584.0312
-26440.80333,-9392.196667,-584.04115
-26441.25333,-9392.356667,-584.0511
-26441.70333,-9392.516667,-584.06105
-26442.15333,-9392.676667,-584.071
-26442.60333,-9392.836667,-584.08095
-26443.05333,-9392.996667,-584.0909
-26443.50333,-9393.156667,-584.10085
-26443.95333,-9393.316667,-584.1108
-26444.40333,-9393.476667,-584.12075
-26444.85333,-9393.636667,-584.1307
-26445.30333,-9393.796667,-584.14065
-26445.75333,-9393.956667,-584.1506
-26446.20333,-9394.116667,-584.16055
-26446.65333,-9394.276667,-584.1705
-26447.10333,-9394.436667,-584.18045
-26447.55333,-9394.596667,-584.1904
-26448.00333,-9394.756667,-584.20035
-26448.45333,-9394.916667,-584.2103
-26448.90333,-9395.076667,-584.22025
-26449.35333,-9395.236667,-584.2302
-26449.80333,-9395.396667,-584.24015
-26450.25333,-9395.556667,-584.2501
-26450.70333,-9395.716667,-584.26005
-26451.15333,-9395.876667,-584.27
-26451.60333,-9396.036667,-584.27995
-26452.05333,-9396.196667,-584.2899
-26452.50333,-9396.356667,-584.29985
-26452.95333,-9396.516667,-584.3098
-26453.40333,-9396.676667,-584.31975
-26453.85333,-9396.836667,-584.3297
-26454.30333,-9396.996667,-584.33965
-26454.75333,-9397.156667,-584.3496
-26455.20333,-9397.316667,-584.35955
-26455.65333,-9397.476667,-584.3695
-26456.10333,-9397.636667,-584.37945
-26456.55333,-9397.796667,-584.3894
-26457.00333,-9397.956667,-584.39935
-26457.45333,-9398.116667,-584.4093
-26457.90333,-9398.276667,-584.41925
-26458.35333,-9398.436667,-584.4292
-26458.80333,-9398.596667,-584.43915
-26459.25333,-9398.756667,-584.4491
-26459.70333,-9398.916667,-584.45905
-26460.15333,-9399.076667,-584.469
-26460.60333,-9399.236667,-584.47895
-26461.05333,-9399.396667,-584.4889
-26461.50333,-9399.556667,-584.49885
-26461.95333,-9399.716667,-584.5088
-26462.40333,-9399.876667,-584.51875
-26462.85333,-9400.036667,-584.5287
-26463.30333,-9400.196667,-584.53865
-26463.75333,-9400.356667,-584.5486
-26464.20333,-9400.516667,-584.55855
-26464.65333,-9400.676667,-584.5685
-26465.10333,-9400.836667,-584.57845
-26465.55333,-9400.996667,-584.5884
-26466.00333,-9401.156667,-584.59835
-26466.45333,-9401.316667,-584.6083
-26466.90333,-9401.476667,-584.61825
-26467.35333,-9401.636667,-584.6282
-26467.80333,-9401.796667,-584.63815
-26468.25333,-9401.956667,-584.6481
-26468.70333,-9402.116667,-584.65805
-26469.15333,-9402.276667,-584.668
-26469.60333,-9402.436667,-584.67795
-26470.05333,-9402.596667,-584.6879
-26470.50333,-9402.756667,-584.69785
-26470.95333,-9402.916667,-584.7078
-26471.40333,-9403.076667,-584.71775
-26471.85333,-9403.236667,-584.7277
-26472.30333,-9403.396667,-584.73765
-26472.75333,-9403.556667,-584.7476
-26473.20333,-9403.716667,-584.75755
-26473.65333,-9403.876667,-584.7675
-26474.10333,-9404.036667,-584.77745
-26474.55333,-9404.196667,-584.7874
-26475.00333,-9404.356667,-584.79735
-26475.45333,-9404.516667,-584.8073
-26475.90333,-9404.676667,-584.81725
-26476.35333,-9404.836667,-584.8272
-26476.80333,-9404.996667,-584.83715
-26477.25333,-9405.156667,-584.8471
-26477.70333,-9405.316667,-584.85705
-26478.15333,-9405.476667,-584.867
-26478.60333,-9405.636667,-584.87695
-26479.05333,-9405.796667,-584.8869
-26479.50333,-9405.956667,-584.89685
-26479.95333,-9406.116667,-584.9068
-26480.40333,-9406.276667,-584.91675
-26480.85333,-9406.436667,-584.9267
-26481.30333,-9406.596667,-584.93665
-26481.75333,-9406.756667,-584.9466
-26482.20333,-9406.916667,-584.95655
-26482.65333,-9407.076667,-584.9665
-26483.10333,-9407.236667,-584.97645
-26483.55333,-9407.396667,-584.9864
-26484.00333,-9407.556667,-584.99635
-26484.45333,-9407.716667,-585.0063
-26484.90333,-9407.876667,-585.01625
-26485.35333,-9408.036667,-585.0262
-26485.80333,-9408.196667,-585.03615
-26486.25333,-9408.356667,-585.0461
-26486.70333,-9408.516667,-585.05605
-26487.15333,-9408.676667,-585.066
-26487.60333,-9408.836667,-585.07595
-26488.05333,-9408.996667,-585.0859
-26488.50333,-9409.156667,-585.09585
-26488.95333,-9409.316667,-585.1058
-26489.40333,-9409.476667,-585.11575
-26489.85333,-9409.636667,-585.1257
-26490.30333,-9409.796667,-585.13565
-26490.75333,-9409.956667,-585.1456
-26491.20333,-9410.116667,-585.15555
-26491.65333,-9410.276667,-585.1655
-26492.10333,-9410.436667,-585.17545
-26492.55333,-9410.596667,-585.1854
-26493.00333,-9410.756667,-585.19535
-26493.45333,-9410.916667,-585.2053
-26493.90333,-9411.076667,-585.21525
-26494.35333,-9411.236667,-585.2252
-26494.80333,-9411.396667,-585.23515
-26495.25333,-9411.556667,-585.2451
-26495.70333,-9411.716667,-585.25505
-26496.15333,-9411.876667,-585.265
-26496.60333,-9412.036667,-585.27495
-26497.05333,-9412.196667,-585.2849
-26497.50333,-9412.356667,-585.29485
-26497.95333,-9412.516667,-585.3048
-26498.40333,-9412.676667,-585.31475
-26498.85333,-9412.836667,-585.3247
-26499.30333,-9412.996667,-585.33465
-26499.75333,-9413.156667,-585.3446
-26500.20333,-9413.316667,-585.35455
-26500.65333,-9413.476667,-585.3645
-26501.10333,-9413.636667,-585.37445
-26501.55333,-9413.796667,-585.3844
-26502.00333,-9413.956667,-585.39435
-26502.45333,-9414.116667,-585.4043
-26502.90333,-9414.276667,-585.41425
-26503.35333,-9414.436667,-585.4242
-26503.80333,-9414.596667,-585.43415
-26504.25333,-9414.756667,-585.4441
-26504.70333,-9414.916667,-585.45405
-26505.15333,-9415.076667,-585.464
-26505.60333,-9415.236667,-585.47395
-26506.05333,-9415.396667,-585.4839
-26506.50333,-9415.556667,-585.49385
-26506.95333,-9415.716667,-585.5038
-26507.40333,-9415.876667,-585.51375
-26507.85333,-9416.036667,-585.5237
-26508.30333,-9416.196667,-585.53365
-26508.75333,-9416.356667,-585.5436
-26509.20333,-9416.516667,-585.55355
-26509.65333,-9416.676667,-585.5635
-26510.10333,-9416.836667,-585.57345
-26510.55333,-9416.996667,-585.5834
-26511.00333,-9417.156667,-585.59335
-26511.45333,-9417.316667,-585.6033
-26511.90333,-9417.476667,-585.61325
-26512.35333,-9417.636667,-585.6232
-26512.80333,-9417.796667,-585.63315
-26513.25333,-9417.956667,-585.6431
-26513.70333,-9418.116667,-585.65305
-26514.15333,-9418.276667,-585.663
-26514.60333,-9418.436667,-585.67295
-26515.05333,-9418.596667,-585.6829
-26515.50333,-9418.756667,-585.69285
-26515.95333,-9418.916667,-585.7028
-26516.40333,-9419.076667,-585.71275
-26516.85333,-9419.236667,-585.7227
-26517.30333,-9419.396667,-585.73265
-26517.75333,-9419.556667,-585.7426
-26518.20333,-9419.716667,-585.75255
-26518.65333,-9419.876667,-585.7625
-26519.10333,-9420.036667,-585.77245
-26519.55333,-9420.196667,-585.7824
-26520.00333,-9420.356667,-585.79235
-26520.45333,-9420.516667,-585.8023
-26520.90333,-9420.676667,-585.81225
-26521.35333,-9420.836667,-585.8222
-26521.80333,-9420.996667,-585.83215
-26522.25333,-9421.156667,-585.8421
-26522.70333,-9421.316667,-585.85205
-26523.15333,-9421.476667,-585.862
-26523.60333,-9421.636667,-585.87195
-26524.05333,-9421.796667,-585.8819
-26524.50333,-9421.956667,-585.89185
-26524.95333,-9422.116667,-585.9018
-26525.40333,-9422.276667,-585.91175
-26525.85333,-9422.436667,-585.9217
-26526.30333,-9422.596667,-585.93165
-26526.75333,-9422.756667,-585.9416
-26527.20333,-9422.916667,-585.95155
-26527.65333,-9423.076667,-585.9615
-26528.10333,-9423.236667,-585.97145
-26528.55333,-9423.396667,-585.9814
-26529.00333,-9423.556667,-585.99135
-26529.45333,-9423.716667,-586.0013
-26529.90333,-9423.876667,-586.01125
-26530.35333,-9424.036667,-586.0212
-26530.80333,-9424.196667,-586.03115
-26531.25333,-9424.356667,-586.0411
-26531.70333,-9424.516667,-586.05105
-26532.15333,-9424.676667,-586.061
-26532.60333,-9424.836667,-586.07095
-26533.05333,-9424.996667,-586.0809
-26533.50333,-9425.156667,-586.09085
-26533.95333,-9425.316667,-586.1008
-26534.40333,-9425.476667,-586.11075
-26534.85333,-9425.636667,-586.1207
-26535.30333,-9425.796667,-586.13065
-26535.75333,-9425.956667,-586.1406
-26536.20333,-9426.116667,-586.15055
-26536.65333,-9426.276667,-586.1605
-26537.10333,-9426.436667,-586.17045
-26537.55333,-9426.596667,-586.1804
-26538.00333,-9426.756667,-586.19035
-26538.45333,-9426.916667,-586.2003
-26538.90333,-9427.076667,-586.21025
-26539.35333,-9427.236667,-586.2202
-26539.80333,-9427.396667,-586.23015
-26540.25333,-9427.556667,-586.2401
-26540.70333,-9427.716667,-586.25005
-26541.15333,-9427.876667,-586.26
-26541.60333,-9428.036667,-586.26995
-26542.05333,-9428.196667,-586.2799
-26542.50333,-9428.356667,-586.28985
-26542.95333,-9428.516667,-586.2998
-26543.40333,-9428.676667,-586.30975
-26543.85333,-9428.836667,-586.3197
-26544.30333,-9428.996667,-586.32965
-26544.75333,-9429.156667,-586.3396
-26545.20333,-9429.316667,-586.34955
-26545.65333,-9429.476667,-586.3595
-26546.10333,-9429.636667,-586.36945
-26546.55333,-9429.796667,-586.3794
-26547.00333,-9429.956667,-586.38935
-26547.45333,-9430.116667,-586.3993
-26547.90333,-9430.276667,-586.40925
-26548.35333,-9430.436667,-586.4192
-26548.80333,-9430.596667,-586.42915
-26549.25333,-9430.756667,-586.4391
-26549.70333,-9430.916667,-586.44905
-26550.15333,-9431.076667,-586.459
-26550.60333,-9431.236667,-586.46895
-26551.05333,-9431.396667,-586.4789
-26551.50333,-9431.556667,-586.48885
-26551.95333,-9431.716667,-586.4988
-26552.40333,-9431.876667,-586.50875
-26552.85333,-9432.036667,-586.5187
-26553.30333,-9432.196667,-586.52865
-26553.75333,-9432.356667,-586.5386
-26554.20333,-9432.516667,-586.54855
-26554.65333,-9432.676667,-586.5585
-26555.10333,-9432.836667,-586.56845
-26555.55333,-9432.996667,-586.5784
-26556.00333,-9433.156667,-586.58835
-26556.45333,-9433.316667,-586.5983
-26556.90333,-9433.476667,-586.60825
-26557.35333,-9433.636667,-586.6182
-26557.80333,-9433.796667,-586.62815
-26558.25333,-9433.956667,-586.6381
-26558.70333,-9434.116667,-586.64805
-26559.15333,-9434.276667,-586.658
-26559.60333,-9434.436667,-586.66795
-26560.05333,-9434.596667,-586.6779
-26560.50333,-9434.756667,-586.68785
-26560.95333,-9434.916667,-586.6978
-26561.40333,-9435.076667,-586.70775
-26561.85333,-9435.236667,-586.7177
-26562.30333,-9435.396667,-586.72765
-26562.75333,-9435.556667,-586.7376
-26563.20333,-9435.716667,-586.74755
-26563.65333,-9435.876667,-586.7575
-26564.10333,-9436.036667,-586.76745
-26564.55333,-9436.196667,-586.7774
-26565.00333,-9436.356667,-586.78735
-26565.45333,-9436.516667,-586.7973
-26565.90333,-9436.676667,-586.80725
-26566.35333,-9436.836667,-586.8172
-26566.80333,-9436.996667,-586.82715
-26567.25333,-9437.156667,-586.8371
-26567.70333,-9437.316667,-586.84705
-26568.15333,-9437.476667,-586.857
-26568.60333,-9437.636667,-586.86695
-26569.05333,-9437.796667,-586.8769
-26569.50333,-9437.956667,-586.88685
-26569.95333,-9438.116667,-586.8968
-26570.40333,-9438.276667,-586.90675
-26570.85333,-9438.436667,-586.9167
-26571.30333,-9438.596667,-586.92665
-26571.75333,-9438.756667,-586.9366
-26572.20333,-9438.916667,-586.94655
-26572.65333,-9439.076667,-586.9565
-26573.10333,-9439.236667,-586.96645
-26573.55333,-9439.396667,-586.9764
-26574.00333,-9439.556667,-586.98635
-26574.45333,-9439.716667,-586.9963
-26574.90333,-9439.876667,-587.00625
-26575.35333,-9440.036667,-587.0162
-26575.80333,-9440.196667,-587.02615
-26576.25333,-9440.356667,-587.0361
-26576.70333,-9440.516667,-587.04605
-26577.15333,-9440.676667,-587.056
-26577.60333,-9440.836667,-587.06595
-26578.05333,-9440.996667,-587.0759
-26578.50333,-9441.156667,-587.08585
-26578.95333,-9441.316667,-587.0958
-26579.40333,-9441.476667,-587.10575
-26579.85333,-9441.636667,-587.1157
-26580.30333,-9441.796667,-587.12565
-26580.75333,-9441.956667,-587.1356
-26581.20333,-9442.116667,-587.14555
-26581.65333,-9442.276667,-587.1555
-26582.10333,-9442.436667,-587.16545
-26582.55333,-9442.596667,-587.1754
-26583.00333,-9442.756667,-587.18535
-26583.45333,-9442.916667,-587.1953
-26583.90333,-9443.076667,-587.20525
-26584.35333,-9443.236667,-587.2152
-26584.80333,-9443.396667,-587.22515
-26585.25333,-9443.556667,-587.2351
-26585.70333,-9443.716667,-587.24505
-26586.15333,-9443.876667,-587.255
-26586.60333,-9444.036667,-587.26495
-26587.05333,-9444.196667,-587.2749
-26587.50333,-9444.356667,-587.28485
-26587.95333,-9444.516667,-587.2948
-26588.40333,-9444.676667,-587.30475
-26588.85333,-9444.836667,-587.3147
-26589.30333,-9444.996667,-587.32465
-26589.75333,-9445.156667,-587.3346
-26590.20333,-9445.316667,-587.34455
-26590.65333,-9445.476667,-587.3545
-26591.10333,-9445.636667,-587.36445
-26591.55333,-9445.796667,-587.3744
-26592.00333,-9445.956667,-587.38435
-26592.45333,-9446.116667,-587.3943
-26592.90333,-9446.276667,-587.40425
-26593.35333,-9446.436667,-587.4142
-26593.80333,-9446.596667,-587.42415
-26594.25333,-9446.756667,-587.4341
-26594.70333,-9446.916667,-587.44405
-26595.15333,-9447.076667,-587.454
-26595.60333,-9447.236667,-587.46395
-26596.05333,-9447.396667,-587.4739
-26596.50333,-9447.556667,-587.48385
-26596.95333,-9447.716667,-587.4938
-26597.40333,-9447.876667,-587.50375
-26597.85333,-9448.036667,-587.5137
-26598.30333,-9448.196667,-587.52365
-26598.75333,-9448.356667,-587.5336
-26599.20333,-9448.516667,-587.54355
-26599.65333,-9448.676667,-587.5535
-26600.10333,-9448.836667,-587.56345
-26600.55333,-9448.996667,-587.5734
-26601.00333,-9449.156667,-587.58335
-26601.45333,-9449.316667,-587.5933
-26601.90333,-9449.476667,-587.60325
-26602.35333,-9449.636667,-587.6132
-26602.80333,-9449.796667,-587.62315
-26603.25333,-9449.956667,-587.6331
-26603.70333,-9450.116667,-587.64305
-26604.15333,-9450.276667,-587.653
-26604.60333,-9450.436667,-587.66295
-26605.05333,-9450.596667,-587.6729
-26605.50333,-9450.756667,-587.68285
-26605.95333,-9450.916667,-587.6928
-26606.40333,-9451.076667,-587.70275
-26606.85333,-9451.236667,-587.7127
-26607.30333,-9451.396667,-587.72265
-26607.75333,-9451.556667,-587.7326
-26608.20333,-9451.716667,-587.74255
-26608.65333,-9451.876667,-587.7525
-26609.10333,-9452.036667,-587.76245
-26609.55333,-9452.196667,-587.7724
-26610.00333,-9452.356667,-587.78235
-26610.45333,-9452.516667,-587.7923
-26610.90333,-9452.676667,-587.80225
-26611.35333,-9452.836667,-587.8122
-26611.80333,-9452.996667,-587.82215
-26612.25333,-9453.156667,-587.8321
-26612.70333,-9453.316667,-587.84205
-26613.15333,-9453.476667,-587.852
-26613.60333,-9453.636667,-587.86195
-26614.05333,-9453.796667,-587.8719
-26614.50333,-9453.956667,-587.88185
-26614.95333,-9454.116667,-587.8918
-26615.40333,-9454.276667,-587.90175
-26615.85333,-9454.436667,-587.9117
-26616.30333,-9454.596667,-587.92165
-26616.75333,-9454.756667,-587.9316
-26617.20333,-9454.916667,-587.94155
-26617.65333,-9455.076667,-587.9515
-26618.10333,-9455.236667,-587.96145
-26618.55333,-9455.396667,-587.9714
-26619.00333,-9455.556667,-587.98135
-26619.45333,-9455.716667,-587.9913
-26619.90333,-9455.876667,-588.00125
-26620.35333,-9456.036667,-588.0112
-26620.80333,-9456.196667,-588.02115
-26621.25333,-9456.356667,-588.0311
